,model,dataset,noise_type,noise_ratio,accuracy,std
0,lpm,amazon-ratings,uniform,0.0,0.28835211277008055,0.031611475322027745
1,lpm,amazon-ratings,uniform,0.2,0.29663563698530193,0.03628936220758619
2,lpm,amazon-ratings,uniform,0.4,0.2819369593262672,0.027676960458881582
3,lpm,amazon-ratings,uniform,0.6,0.2809047845005989,0.022885767236124465
4,lpm,amazon-ratings,uniform,0.8,0.27115139752626416,0.01493854006704671
