,model,dataset,noise_type,noise_ratio,accuracy,std
0,pown,roman-empire,uniform,0.4,0.6460713025061773,0.009023435037519133
1,pown,roman-empire,uniform,0.6,0.4852170843628662,0.06166510850964542
2,pown,roman-empire,uniform,0.8,0.22768443346276035,0.07958879438358249
