,model,dataset,noise_type,noise_ratio,accuracy,std
0,pown,roman-empire,structure-based pair,0.2,0.06181433109777621,0.05106326310454754
1,pown,roman-empire,structure-based pair,0.4,0.06181433109777621,0.05106326310454754
2,pown,roman-empire,structure-based pair,0.6,0.06181433109777621,0.05106326310454754
3,pown,roman-empire,structure-based pair,0.8,0.06181433109777621,0.05106326310454754
